accountcode,accountname,parent_acc,sectionid,bank,account_tax_id,acc_level,lineage
10000,Cash in Vault-KHR-HO,0,10,1,0,0,0
10001,Cash in Vault-KHR-BB,10000,10,1,0,0,0
10002,Cash in Vault-USD-HO,10000,10,1,0,0,0
10003,Cash in Vault-CBC/Loans Fee-USD,10000,10,1,0,0,0
10004,Cash on Hand-USD-Operating Expense,10000,10,1,0,0,0
10005,Cash in Vautt-USD-HO Repayment Loan,10000,10,1,0,0,0
10006,Cash in Vault- CBC/Loan Fee-USD,10000,10,1,0,0,0
10007,Cash in Vault-USD-BB,10000,10,1,0,0,0
10008,Cash in Vault-CBC/Loans Fee-USD-BB,10000,10,1,0,0,0
10009,Cash on Hand-Operating Expense-USD-BB,10000,10,1,0,0,0
10010,Cash in Vautt-HO Repayment Loan-USD-BB,10000,10,1,0,0,0
10011,Cash in Vault-EUR-HO,10000,10,1,0,0,0
10012,Cash in Vault-EURO-BB,10000,10,1,0,0,0
10013,Cash in Vault-THB-HO,10000,10,1,0,0,0
10014,Cash in Vault-THB-BB,10000,10,1,0,0,0
10015,Petty Cash-KHR-HO,10000,10,1,0,0,0
10016,Petty Cash-KHR-BB,10000,10,1,0,0,0
10017,Petty Cash-USD-HO,10000,10,1,0,0,0
10018,Petty Cash-USD-BBB,10000,10,1,0,0,0
10019,Petty Cash-USD-B-B,10000,10,1,0,0,0
10020,Petty Cash-USD-BB,10000,10,1,0,0,0
10021,Petty Cash-EUR-HO,10000,10,1,0,0,0
10022,Petty Cash-EURO-BB,10000,10,1,0,0,0
10023,Petty Cash-THB-HO,10000,10,1,0,0,0
10024,Petty Cash-THB-BB,10000,10,1,0,0,0
10025,Cash in Transit-KHR-HO,10000,10,1,0,0,0
10026,Cash in Transit-KHR-BB,10000,10,1,0,0,0
10027,Cash in Transit-USD-HO,10000,10,1,0,0,0
10028,Cash in Transit-USD-BB,10000,10,1,0,0,0
10029,Cash in Transit-EUR-HO,10000,10,1,0,0,0
10030,Cash in Transit-EURO-BB,10000,10,1,0,0,0
10031,Cash in Transit-THB-HO,10000,10,1,0,0,0
10032,Cash in Transit-THB-BB,10000,10,1,0,0,0
10033,Cheques in Transit-KHR-HO,10000,10,1,0,0,0
10034,Cheques in Transit-KHR-BB,10000,10,1,0,0,0
10035,Cheques in Transit-USD-HO,10000,10,1,0,0,0
10036,Cheques in Transit-USD-BB,10000,10,1,0,0,0
10037,Cheques in Transit-EUR-HO,10000,10,1,0,0,0
10038,Cheques in Transit-EURO-BB,10000,10,1,0,0,0
10039,Cheques in Transit-THB-HO,10000,10,1,0,0,0
10040,Cheques in Transit-THB-BB,10000,10,1,0,0,0
10041,Current Account with NBC-USD,10000,10,1,0,0,0
10042,Current Account with NBC-USD-BB,10000,10,1,0,0,0
10043,Current Account with NBC-USD-BB,10000,10,1,0,0,0
10044,Capital Guarantee Deposit with NBC-KHR-HO,10000,10,1,0,0,0
10045,Capital Guarantee Deposit with NBC-KHR-BB,10000,10,1,0,0,0
10046,Capital Guarantee Deposit with NBC-USD-HO,10000,10,1,0,0,0
10047,Capital Guarantee Deposit with NBC-USD-BB,10000,10,1,0,0,0
10048,Reserve Requirement with NBC-KHR-HO,10000,10,1,0,0,0
10049,Reserve Requirement with NBC-KHR-BB,10000,10,1,0,0,0
10050,Reserve Requirement with NBC-USD-HO,10000,10,1,0,0,0
10051,Reserve Requirement with NBC-USD-BB,10000,10,1,0,0,0
10052,Other Demand Deposit with NBC-KHR-USD-HO,10000,10,1,0,0,0
10053,Other Demand Deposit with NBC-KHR-BB,10000,10,1,0,0,0
10054,Other Demand Deposit with NBC-USD,10000,10,1,0,0,0
10055,Other Demand Deposit with NBC-USD-BB,10000,10,1,0,0,0
10056,Fixed Deposit with NBC-KHR-USD,10000,10,1,0,0,0
10057,Fixed Deposit with NBC-KHR-BB,10000,10,1,0,0,0
10058,Fixed Deposit with NBC-USD,10000,10,1,0,0,0
10059,Fixed Deposit with NBC-USD-BB,10000,10,1,0,0,0
10060,Current Account with Bank Rated AAA to AA-USD,10000,10,1,0,0,0
10061,Current Account with Bank Rated AAA to AA-USD-BB,10000,10,1,0,0,0
10062,Current Account with Bank Rated A+ to A-KHR,10000,10,1,0,0,0
10063,Current Account with Bank Rated A+ to A-KHR-BB,10000,10,1,0,0,0
10064,Current Account with Bank Rated A+ to A-USD-BB,10000,10,1,0,0,0
10065,Current Account with Bank Rated below A- KHR,10000,10,1,0,0,0
10066,Current Account with Bank Rated below A- KHR-KHR-BB,10000,10,1,0,0,0
10067,Current Account with Cambodia Post Bank Plc-HO,10000,10,1,0,0,0
10068,Current Account with ACLEDA Bank Plc-USD,10000,10,1,0,0,0
10069,Current Account with Advanced Bank Of Asia Ltd,10000,10,1,0,0,0
10070,Current Account with Maybank-HO,10000,10,1,0,0,0
10071,Current Account with Cambodia Post Bank Plc-USD-BB,10000,10,1,0,0,0
10072,Current Account with ACLEDA Bank Plc-USD-BB,10000,10,1,0,0,0
10073,Current Account with Advanced Bank Of Asia Ltd-USD-BB,10000,10,1,0,0,0
10074,Current Account with Bank Rated below AAA to A- KHR,10000,10,1,0,0,0
10075,Current Account with Bank Rated below AAA to A- KHR-KHR-BB,10000,10,1,0,0,0
10076,Current Account with Bank Rated below AAA to A- USD,10000,10,1,0,0,0
10077,Current Account with Bank Rated below AAA to A- USD-USD-BB,10000,10,1,0,0,0
10078,Saving Account with Bank Rated A+ to A- KHR ,10000,10,1,0,0,0
10079,Saving Account with Bank Rated A+ to A- KHR -KHR-BB,10000,10,1,0,0,0
10080,Saving Account with Bank Rated A+ to A- USD,10000,10,1,0,0,0
10081,Saving Account with Bank Rated A+ to A- USD-USD-BB,10000,10,1,0,0,0
10082,Saving Account with Bank Rated A- KHR,10000,10,1,0,0,0
10083,Saving Account with Bank Rated A- KHR-KHR-BB,10000,10,1,0,0,0
10084,Saving Account with ACLEDA Bank Plc-USD-HO,10000,10,1,0,0,0
10085,Saving Account with Cambodia Post Bank Plc.,10000,10,1,0,0,0
10086,Saving Account with ACLEDA Bank Plc-USD-BB,10000,10,1,0,0,0
10087,Saving Account with Cambodia Post Bank Plc.-USD-BB,10000,10,1,0,0,0
10088,Time Deposit and Placements with Banks rated AAA to AA- KHR,10000,10,1,0,0,0
10089,Time Deposit and Placements with Banks rated AAA to AA- KHR-KHR-BB,10000,10,1,0,0,0
10090,Time Deposit and Placements with Banks rated AAA to AA- USD,10000,10,1,0,0,0
10091,Time Deposit and Placements with Banks rated AAA to AA- USD-USD-BB,10000,10,1,0,0,0
10092,Time Deposit and Placements with Banks rated A+ to A- KHR,10000,10,1,0,0,0
10093,Time Deposit and Placements with Banks rated A+ to A- KHR-KHR-BB,10000,10,1,0,0,0
10094,Time Deposit and Placements with Banks rated A+ to A- USD,10000,10,1,0,0,0
10095,Time Deposit and Placements with Banks rated A+ to A- USD-USD-BB,10000,10,1,0,0,0
10096,Time Deposit and Placements with Banks rated below A- KHR,10000,10,1,0,0,0
10097,Time Deposit and Placements with Banks rated below A- KHR-KHR-BB,10000,10,1,0,0,0
10098,Time Deposit and Placements with Banks rated below A- USD,10000,10,1,0,0,0
10099,Time Deposit and Placements with Banks rated below A- USD-USD-BB,10000,10,1,0,0,0
11000,Standard Loans - Groups <=1 year-KHR,0,10,,0,0,0
11001,Standard Loans - Groups <=1 year-KHR-BB,11000,10,,0,0,0
11002,Standard Loans - Groups <=1 year-USD,11000,10,,0,0,0
11003,Standard Loans - Groups <=1 year-USD-BB,11000,10,,0,0,0
11004,Standard Loans - Groups <=1 year-EUR,11000,10,,0,0,0
11005,Standard Loans - Groups <=1 year-EURO-BB,11000,10,,0,0,0
11006,Standard Loans - Groups <=1 year-THB,11000,10,,0,0,0
11007,Standard Loans - Groups <=1 year-THB-BB,11000,10,,0,0,0
11008,Standard Loans - Individuals<=1 year-KHR,11000,10,,0,0,0
11009,Standard Loans - Individuals<=1 year-KHR-BB,11000,10,,0,0,0
11010,Standard Loans - Individuals<=1 year-USD,11000,10,,0,0,0
11011,Standard Loans - Women Loan<=1 year-USD-HO,11000,10,,0,0,0
11012,Standard Loans - Motorcycle Loan <=1Year-USD-HO,11000,10,,0,0,0
11013,Standard Loans - Mobile Phone Loan <=1Year-USD-HO,11000,10,,0,0,0
11014,Standard Loans - Electronices Loan <=1Year-USD,11000,10,,0,0,0
11015,Standard Loans - Furnitures Loan <=1Year-USD,11000,10,,0,0,0
11016,Standard Loans - Home Appliance Loan <=1Year-USD,11000,10,,0,0,0
11017,Standard Loans - Personal Loan <=1Year-USD-HO,11000,10,,0,0,0
11018,Standard Loans - Quick Loan <=1Year-USD-HO,11000,10,,0,0,0
11019,Standard Loans - Education Loan Loan<=1 year-USD-H,11000,10,,0,0,0
11020,Standard Loans - Individuals<=1 year-USD-BB,11000,10,,0,0,0
11021,Standard Loans - Women Loan<=1 year-USD-BB,11000,10,,0,0,0
11022,Standard Loans - Motorcycle Loan <=1Year-USD-BB,11000,10,,0,0,0
11023,Standard Loans - Mobile Phone Loan <=1Year-USD-BB,11000,10,,0,0,0
11024,Standard Loans - Electronices Loan <=1Year-USD-BB,11000,10,,0,0,0
11025,Standard Loans - Furnitures Loan <=1Year-USD-BB,11000,10,,0,0,0
11026,Standard Loans - Home Appliance Loan <=1Year-USD-BB,11000,10,,0,0,0
11027,Standard Loans - Personal Loan <=1Year-USD-BB,11000,10,,0,0,0
11028,Standard Loans - Quick Loan <=1Year-USD-BB,11000,10,,0,0,0
11029,Standard Loans - Education Loan Loan<=1 year-H-USD-BB,11000,10,,0,0,0
11030,Standard Loans - Individuals<=1 year-EUR,11000,10,,0,0,0
11031,Standard Loans - Individuals<=1 year-EURO-BB,11000,10,,0,0,0
11032,Standard Loans - Individuals<=1 year-THB,11000,10,,0,0,0
11033,Standard Loans - Women Loan<=1 year-THB,11000,10,,0,0,0
11034,Standard Loans - Motorcycle Loan <=1Year-THB,11000,10,,0,0,0
11035,Standard Loans - Mobile Phone Loan <=1Year-THB,11000,10,,0,0,0
11036,Standard Loans - Electronices Loan <=1Year-THB,11000,10,,0,0,0
11037,Standard Loans - Furnitures Loan <=1Year-THB,11000,10,,0,0,0
11038,Standard Loans - Home Appliance Loan <=1Year-THB,11000,10,,0,0,0
11039,Standard Loans - Personal Loan <=1Year-THB,11000,10,,0,0,0
11040,Standard Loans - Quick Loan <=1Year-THB,11000,10,,0,0,0
11041,Standard Loans - Education Loan Loan<=1 year-THB,11000,10,,0,0,0
11042,Standard Loans - Individuals<=1 year-THB-BB,11000,10,,0,0,0
11043,Standard Loans - Women Loan<=1 year-THB-BB,11000,10,,0,0,0
11044,Standard Loans - Motorcycle Loan <=1Year-THB-BB,11000,10,,0,0,0
11045,Standard Loans - Mobile Phone Loan <=1Year-THB-BB,11000,10,,0,0,0
11046,Standard Loans - Electronices Loan <=1Year-THB-BB,11000,10,,0,0,0
11047,Standard Loans - Furnitures Loan <=1Year-THB-BB,11000,10,,0,0,0
11048,Standard Loans - Home Appliance Loan <=1Year-THB-BB,11000,10,,0,0,0
11049,Standard Loans - Personal Loan <=1Year-THB-BB,11000,10,,0,0,0
11050,Standard Loans - Quick Loan <=1Year-THB-BB,11000,10,,0,0,0
11051,Standard Loans - Education Loan Loan<=1 year-THB-BB,11000,10,,0,0,0
11052,Standard Loans - Enterprises<=1 year-KHR,11000,10,,0,0,0
11053,Standard Loans - Enterprises<=1 year-KHR-BB,11000,10,,0,0,0
11054,Standard Loans - Enterprises<=1 year-USD,11000,10,,0,0,0
11055,Standard Loans - Enterprises<=1 year-USD-BB,11000,10,,0,0,0
11056,Standard Loans - Enterprises<=1 year-EUR,11000,10,,0,0,0
11057,Standard Loans - Enterprises<=1 year-EURO-BB,11000,10,,0,0,0
11058,Standard Loans - Enterprises<=1 year-THB,11000,10,,0,0,0
11059,Standard Loans - Enterprises<=1 year-THB-BB,11000,10,,0,0,0
11060,Standard Loans - Related Party<=1 year - Shareholders-KHR,11000,10,,0,0,0
11061,Standard Loans - Related Party<=1 year - Shareholders-KHR-BB,11000,10,,0,0,0
11062,Standard Loans - Related Party<=1 year - Shareholders-USD,11000,10,,0,0,0
11063,Standard Loans - Related Party<=1 year - Shareholders-USD-BB,11000,10,,0,0,0
11064,Standard Loans - Related Party<=1 year - Shareholders-EUR,11000,10,,0,0,0
11065,Standard Loans - Related Party<=1 year - Shareholders-EURO-BB,11000,10,,0,0,0
11066,Standard Loans - Related Party<=1 year - Shareholders-THB,11000,10,,0,0,0
11067,Standard Loans - Related Party<=1 year - Shareholders-THB-BB,11000,10,,0,0,0
11068,Standard Loans - Related Party<=1 year - Managers-KHR,11000,10,,0,0,0
11069,Standard Loans - Related Party<=1 year - Managers-KHR-BB,11000,10,,0,0,0
11070,Standard Loans - Related Party<=1 year - Managers-USD,11000,10,,0,0,0
11071,Standard Loans - Related Party<=1 year - Managers-USD-BB,11000,10,,0,0,0
11072,Standard Loans - Related Party<=1 year - Managers-KHR,11000,10,,0,0,0
11073,Standard Loans - Related Party<=1 year - Managers-EURO-BB,11000,10,,0,0,0
11074,Standard Loans - Related Party<=1 year - Managers-THB,11000,10,,0,0,0
11075,Standard Loans - Related Party<=1 year - Managers-THB-BB,11000,10,,0,0,0
11076,Standard Loans - Related Party<=1 year - Employees-KHR,11000,10,,0,0,0
11077,Standard Loans - Related Party<=1 year - Employees-KHR-BB,11000,10,,0,0,0
11078,Standard Loans - Related Party<=1 year - Employees-USD,11000,10,,0,0,0
11079,Standard Loans - Related Party<=1 year - Employees-USD,11000,10,,0,0,0
11080,Standard Loans - Related Party<=1 year - Employees-USD-BB,11000,10,,0,0,0
11081,Standard Loans - Related Party<=1 year - Employees-USD-BB,11000,10,,0,0,0
11082,Standard Loans - Related Party<=1 year - Employees-EUR,11000,10,,0,0,0
11083,Standard Loans - Related Party<=1 year - Employees-EURO-BB,11000,10,,0,0,0
11084,Standard Loans - Related Party<=1 year - Employees-THB,11000,10,,0,0,0
11085,Standard Loans - Related Party<=1 year - Employees-THB,11000,10,,0,0,0
11086,Standard Loans - Related Party<=1 year - Employees-THB-BB,11000,10,,0,0,0
11087,Standard Loans - Related Party<=1 year - Employees-THB-BB,11000,10,,0,0,0
11088,Standard Loans - Related Party<=1 year - External Auditors-KHR,11000,10,,0,0,0
11089,Standard Loans - Related Party<=1 year - External Auditors-KHR-BB,11000,10,,0,0,0
11090,Standard Loans - Related Party<=1 year - External Auditors-USD,11000,10,,0,0,0
11091,Standard Loans - Related Party<=1 year - External Auditors-USD-BB,11000,10,,0,0,0
11092,Standard Loans - Related Party<=1 year - External Auditors-EUR,11000,10,,0,0,0
11093,Standard Loans - Related Party<=1 year - External Auditors-EURO-BB,11000,10,,0,0,0
11094,Standard Loans - Related Party<=1 year - External Auditors-THB,11000,10,,0,0,0
11095,Standard Loans - Related Party<=1 year - External Auditors-THB-BB,11000,10,,0,0,0
12000,Standard Loans - Groups>1 year-KHR,0,10,,0,0,0
12001,Standard Loans - Groups>1 year-KHR-BB,12000,10,,0,0,0
12002,Standard Loans - Groups>1 year-USD,12000,10,,0,0,0
12003,Standard Loans - Groups>1 year-USD-BB,12000,10,,0,0,0
12004,Standard Loans - Groups>1 year-EUR,12000,10,,0,0,0
12005,Standard Loans - Groups>1 year-EURO-BB,12000,10,,0,0,0
12006,Standard Loans - Groups>1 year-THB,12000,10,,0,0,0
12007,Standard Loans - Groups>1 year-THB-BB,12000,10,,0,0,0
12008,Standard Loans - Individuals>1 year-KHR,12000,10,,0,0,0
12009,Standard Loans - Individuals>1 year-KHR-BB,12000,10,,0,0,0
12010,Standard Loans - Individuals>1 year-USD,12000,10,,0,0,0
12011,Standard Loans - Women Loan>1 year-USD,12000,10,,0,0,0
12012,Standard Loans - Motorcycle Loan >1Year-USD,12000,10,,0,0,0
12013,Standard Loans - Mobile Phone Loan >1Year-USD,12000,10,,0,0,0
12014,Standard Loans - Electronices Loan >1Year-USD,12000,10,,0,0,0
12015,Standard Loans - Furnitures Loan >1Year-USD,12000,10,,0,0,0
12016,Standard Loans - Home Appliance Loan >1Year-USD,12000,10,,0,0,0
12017,Standard Loans - Personal Loan >1Year-USD,12000,10,,0,0,0
12018,Standard Loans - Quick Loan >1Year-USD,12000,10,,0,0,0
12019,Standard Loans - Education Loan>1 year-USD,12000,10,,0,0,0
12020,Standard Loans - Individuals>1 year-USD-BB,12000,10,,0,0,0
12021,Standard Loans - Women Loan>1 year-USD-BB,12000,10,,0,0,0
12022,Standard Loans - Motorcycle Loan >1Year-USD-BB,12000,10,,0,0,0
12023,Standard Loans - Mobile Phone Loan >1Year-USD-BB,12000,10,,0,0,0
12024,Standard Loans - Electronices Loan >1Year-USD-BB,12000,10,,0,0,0
12025,Standard Loans - Furnitures Loan >1Year-USD-BB,12000,10,,0,0,0
12026,Standard Loans - Home Appliance Loan >1Year-USD-BB,12000,10,,0,0,0
12027,Standard Loans - Personal Loan >1Year-USD-BB,12000,10,,0,0,0
12028,Standard Loans - Quick Loan >1Year-USD-BB,12000,10,,0,0,0
12029,Standard Loans - Education Loan>1 year-USD-BB,12000,10,,0,0,0
12030,Standard Loans - Individuals>1 year-EUR,12000,10,,0,0,0
12031,Standard Loans - Individuals>1 year-EURO-BB,12000,10,,0,0,0
12032,Standard Loans - Individuals>1 year-THB,12000,10,,0,0,0
12033,Standard Loans - Women Loan>1 year-THB,12000,10,,0,0,0
12034,Standard Loans - Motorcycle Loan >1Year-THB,12000,10,,0,0,0
12035,Standard Loans - Mobile Phone Loan >1Year-THB,12000,10,,0,0,0
12036,Standard Loans - Electronices Loan >1Year-THB,12000,10,,0,0,0
12037,Standard Loans - Furnitures Loan >1Year-THB,12000,10,,0,0,0
12038,Standard Loans - Home Appliance Loan >1Year-THB,12000,10,,0,0,0
12039,Standard Loans - Personal Loan >1Year-THB,12000,10,,0,0,0
12040,Standard Loans - Quick Loan >1Year-THB,12000,10,,0,0,0
12041,Standard Loans - Education Loan>1 year-THB,12000,10,,0,0,0
12042,Standard Loans - Individuals>1 year-THB-BB,12000,10,,0,0,0
12043,Standard Loans - Women Loan>1 year-THB-BB,12000,10,,0,0,0
12044,Standard Loans - Motorcycle Loan >1Year-THB-BB,12000,10,,0,0,0
12045,Standard Loans - Mobile Phone Loan >1Year-THB-BB,12000,10,,0,0,0
12046,Standard Loans - Electronices Loan >1Year-THB-BB,12000,10,,0,0,0
12047,Standard Loans - Furnitures Loan >1Year-THB-BB,12000,10,,0,0,0
12048,Standard Loans - Home Appliance Loan >1Year-THB-BB,12000,10,,0,0,0
12049,Standard Loans - Personal Loan >1Year-THB-BB,12000,10,,0,0,0
12050,Standard Loans - Quick Loan >1Year-THB-BB,12000,10,,0,0,0
12051,Standard Loans - Education Loan>1 year-THB-BB,12000,10,,0,0,0
12052,Standard Loans - Enterprises>1 year-KHR,12000,10,,0,0,0
12053,Standard Loans - Enterprises>1 year-KHR-BB,12000,10,,0,0,0
12054,Standard Loans - Enterprises>1 year-USD,12000,10,,0,0,0
12055,Standard Loans - Enterprises>1 year-USD-BB,12000,10,,0,0,0
12056,Standard Loans - Enterprises>1 year-EUR,12000,10,,0,0,0
12057,Standard Loans - Enterprises>1 year-EURO-BB,12000,10,,0,0,0
12058,Standard Loans - Enterprises>1 year-THB,12000,10,,0,0,0
12059,Standard Loans - Enterprises>1 year-THB-BB,12000,10,,0,0,0
12060,Standard Loans - Related Party>1 year - Shareholders-KHR,12000,10,,0,0,0
12061,Standard Loans - Related Party>1 year - Shareholders-KHR-BB,12000,10,,0,0,0
12062,Standard Loans - Related Party>1 year - Shareholders-USD,12000,10,,0,0,0
12063,Standard Loans - Related Party>1 year - Shareholders-USD-BB,12000,10,,0,0,0
12064,Standard Loans - Related Party>1 year - Shareholders-EUR,12000,10,,0,0,0
12065,Standard Loans - Related Party>1 year - Shareholders-EURO-BB,12000,10,,0,0,0
12066,Standard Loans - Related Party>1 year - Shareholders-THB,12000,10,,0,0,0
12067,Standard Loans - Related Party>1 year - Shareholders-THB-BB,12000,10,,0,0,0
12068,Standard Loans - Related Party>1 year - Managers-KHR,12000,10,,0,0,0
12069,Standard Loans - Related Party>1 year - Managers-KHR-BB,12000,10,,0,0,0
12070,Standard Loans - Related Party>1 year - Managers-USD,12000,10,,0,0,0
12071,Standard Loans - Related Party>1 year - Managers-USD-BB,12000,10,,0,0,0
12072,Standard Loans - Related Party>1 year - Managers-EUR,12000,10,,0,0,0
12073,Standard Loans - Related Party>1 year - Managers-EURO-BB,12000,10,,0,0,0
12074,Standard Loans - Related Party>1 year - Managers-THB,12000,10,,0,0,0
12075,Standard Loans - Related Party>1 year - Managers-THB-BB,12000,10,,0,0,0
12076,Standard Loans - Related Party>1 year - Employees-KHR,12000,10,,0,0,0
12077,Standard Loans - Related Party>1 year - Employees-KHR-BB,12000,10,,0,0,0
12078,Standard Loans - Related Party>1 year - Employees-USD,12000,10,,0,0,0
12079,Standard Loans - Related Party>1 year - Employees-USD,12000,10,,0,0,0
12080,Standard Loans - Related Party>1 year - Employees-USD-BB,12000,10,,0,0,0
12081,Standard Loans - Related Party>1 year - Employees-USD-BB,12000,10,,0,0,0
12082,Standard Loans - Related Party>1 year - Employees-EUR,12000,10,,0,0,0
12083,Standard Loans - Related Party>1 year - Employees-EURO-BB,12000,10,,0,0,0
12084,Standard Loans - Related Party>1 year - Employees-THB,12000,10,,0,0,0
12085,Standard Loans - Related Party>1 year - Employees-THB,12000,10,,0,0,0
12086,Standard Loans - Related Party>1 year - Employees-THB-BB,12000,10,,0,0,0
12087,Standard Loans - Related Party>1 year - Employees-THB-BB,12000,10,,0,0,0
12088,Standard Loans - Related Party>1 year - External Auditors,12000,10,,0,0,0
12089,Standard Loans - Related Party>1 year - External Auditors-KHR-BB,12000,10,,0,0,0
12090,Standard Loans - Related Party>1 year - External Auditors,12000,10,,0,0,0
12091,Standard Loans - Related Party>1 year - External Auditors-USD-BB,12000,10,,0,0,0
12092,Standard Loans - Related Party>1 year - External Auditors,12000,10,,0,0,0
12093,Standard Loans - Related Party>1 year - External Auditors-EURO-BB,12000,10,,0,0,0
12094,Standard Loans - Related Party>1 year - External Auditors,12000,10,,0,0,0
12095,Standard Loans - Related Party>1 year - External Auditors-THB-BB,12000,10,,0,0,0
12096,Substandard Loans - Groups<=1 year,12000,10,,0,0,0
12097,Substandard Loans - Groups<=1 year-KHR-BB,12000,10,,0,0,0
12098,Substandard Loans - Groups<=1 year,12000,10,,0,0,0
12099,Substandard Loans - Groups<=1 year-USD-BB,12000,10,,0,0,0
12100,Substandard Loans - Groups<=1 year,12000,10,,0,0,0
12101,Substandard Loans - Groups<=1 year-EURO-BB,12000,10,,0,0,0
12102,Substandard Loans - Groups<=1 year,12000,10,,0,0,0
12103,Substandard Loans - Groups<=1 year-THB-BB,12000,10,,0,0,0
12104,Substandard Loans - Individuals<=1 year,12000,10,,0,0,0
12105,Substandard Loans - Individuals<=1 year-KHR-BB,12000,10,,0,0,0
12106,Substandard Loans - Individuals<=1 year-USD,12000,10,,0,0,0
12107,Substandard Loans - Women Loan<=1 year-USD,12000,10,,0,0,0
12108,Substandard Loans - Motorcycle Loan <=1Year-USD,12000,10,,0,0,0
12109,Substandard Loans - Mobile Phone Loan <=1Year-USD,12000,10,,0,0,0
12110,Substandard Loans - Electronices Loan <=1Year-USD,12000,10,,0,0,0
12111,Substandard Loans - Furnitures Loan <=1Year-USD,12000,10,,0,0,0
12112,Substandard Loans - Home Appliance Loan <=1Year-USD,12000,10,,0,0,0
12113,Substandard Loans - Personal Loan <=1Year-USD,12000,10,,0,0,0
12114,Substandard Loans - Quick Loan <=1Year-USD,12000,10,,0,0,0
12115,Substandard Loans - Education Loan<=1 year-USD,12000,10,,0,0,0
12116,Substandard Loans - Individuals<=1 year-USD-BB,12000,10,,0,0,0
12117,Substandard Loans - Women Loan<=1 year-USD-BB,12000,10,,0,0,0
12118,Substandard Loans - Motorcycle Loan <=1Year-USD-BB,12000,10,,0,0,0
12119,Substandard Loans - Mobile Phone Loan <=1Year-USD-BB,12000,10,,0,0,0
12120,Substandard Loans - Electronices Loan <=1Year-USD-BB,12000,10,,0,0,0
12121,Substandard Loans - Furnitures Loan <=1Year-USD-BB,12000,10,,0,0,0
12122,Substandard Loans - Home Appliance Loan <=1Year-USD-BB,12000,10,,0,0,0
12123,Substandard Loans - Personal Loan <=1Year-USD-BB,12000,10,,0,0,0
12124,Substandard Loans - Quick Loan <=1Year-USD-BB,12000,10,,0,0,0
12125,Substandard Loans - Education Loan<=1 year-USD-BB,12000,10,,0,0,0
12126,Substandard Loans - Individuals<=1 year-EUR,12000,10,,0,0,0
12127,Substandard Loans - Individuals<=1 year-EURO-BB,12000,10,,0,0,0
12128,Substandard Loans - Individuals<=1 year-THB,12000,10,,0,0,0
12129,Substandard Loans - Women Loan<=1 year-THB,12000,10,,0,0,0
12130,Substandard Loans - Motorcycle Loan <=1Year-THB,12000,10,,0,0,0
12131,Substandard Loans - Mobile Phone Loan <=1Year-THB,12000,10,,0,0,0
12132,Substandard Loans - Electronices Loan <=1Year-THB,12000,10,,0,0,0
12133,Substandard Loans - Furnitures Loan <=1Year-THB,12000,10,,0,0,0
12134,Substandard Loans - Home Appliance Loan <=1Year-THB,12000,10,,0,0,0
12135,Substandard Loans - Personal Loan <=1Year-THB,12000,10,,0,0,0
12136,Substandard Loans - Quick Loan <=1Year-THB,12000,10,,0,0,0
12137,Substandard Loans - Education Loan<=1 year-THB,12000,10,,0,0,0
12138,Substandard Loans - Individuals<=1 year-THB-BB,12000,10,,0,0,0
12139,Substandard Loans - Women Loan<=1 year-THB-BB,12000,10,,0,0,0
12140,Substandard Loans - Motorcycle Loan <=1Year-THB-BB,12000,10,,0,0,0
12141,Substandard Loans - Mobile Phone Loan <=1Year-THB-BB,12000,10,,0,0,0
12142,Substandard Loans - Electronices Loan <=1Year-THB-BB,12000,10,,0,0,0
12143,Substandard Loans - Furnitures Loan <=1Year-THB-BB,12000,10,,0,0,0
12144,Substandard Loans - Home Appliance Loan <=1Year-THB-BB,12000,10,,0,0,0
12145,Substandard Loans - Personal Loan <=1Year-THB-BB,12000,10,,0,0,0
12146,Substandard Loans - Quick Loan <=1Year-THB-BB,12000,10,,0,0,0
12147,Substandard Loans - Education Loan<=1 year-THB-BB,12000,10,,0,0,0
12148,Substandard Loans - Enterprises<=1 year,12000,10,,0,0,0
12149,Substandard Loans - Enterprises<=1 year-KHR-BB,12000,10,,0,0,0
12150,Substandard Loans - Enterprises<=1 year,12000,10,,0,0,0
12151,Substandard Loans - Enterprises<=1 year-USD-BB,12000,10,,0,0,0
12152,Substandard Loans - Enterprises<=1 year,12000,10,,0,0,0
12153,Substandard Loans - Enterprises<=1 year-EURO-BB,12000,10,,0,0,0
12154,Substandard Loans - Enterprises<=1 year,12000,10,,0,0,0
12155,Substandard Loans - Enterprises<=1 year-THB-BB,12000,10,,0,0,0
12156,Substandard Loans - Others<=1 year,12000,10,,0,0,0
12157,Substandard Loans - Others<=1 year-KHR-BB,12000,10,,0,0,0
12158,Substandard Loans - Others<=1 year,12000,10,,0,0,0
12159,Substandard Loans - Others<=1 year-USD-BB,12000,10,,0,0,0
12160,Substandard Loans - Others<=1 year,12000,10,,0,0,0
12161,Substandard Loans - Others<=1 year-EURO-BB,12000,10,,0,0,0
12162,Substandard Loans - Others<=1 year,12000,10,,0,0,0
12163,Substandard Loans - Others<=1 year-THB-BB,12000,10,,0,0,0
12164,Substandard Loans - Related Party<=1 year - Shareholders-KHR,12000,10,,0,0,0
12165,Substandard Loans - Related Party<=1 year - Shareholders-KHR-BB,12000,10,,0,0,0
12166,Substandard Loans - Related Party<=1 year - Shareholders-USD,12000,10,,0,0,0
