accountcode,accountname,parent_acc,sectionid,bank,account_tax_id,acc_level,lineage
13234,Loss Loans - Mobile Phone Loan <=1Year-THB,13000,10,,0,0,0
13235,Loss Loans - Electronices Loan <=1Year-THB,13000,10,,0,0,0
13236,Loss Loans - Furnitures Loan <=1Year-THB,13000,10,,0,0,0
13237,Loss Loans - Home Appliance Loan <=1Year-THB,13000,10,,0,0,0
13238,Loss Loans - Personal Loan <=1Year-THB,13000,10,,0,0,0
13239,Loss Loans - Quick Loan <=1Year-THB,13000,10,,0,0,0
13240,Loss Loans - Individuals<=1 year-THB,13000,10,,0,0,0
13241,Loss Loans - Individuals<=1 year-THB-BB,13000,10,,0,0,0
13242,Loss Loans - Education Loan <=1Year-THB-BB,13000,10,,0,0,0
13243,Loss Loans - Motorcycle Loan <=1Year-THB-BB,13000,10,,0,0,0
13244,Loss Loans - Mobile Phone Loan <=1Year-THB-BB,13000,10,,0,0,0
13245,Loss Loans - Electronices Loan <=1Year-THB-BB,13000,10,,0,0,0
13246,Loss Loans - Furnitures Loan <=1Year-THB-BB,13000,10,,0,0,0
13247,Loss Loans - Home Appliance Loan <=1Year-THB-BB,13000,10,,0,0,0
13248,Loss Loans - Personal Loan <=1Year-THB-BB,13000,10,,0,0,0
13249,Loss Loans - Quick Loan <=1Year-THB-BB,13000,10,,0,0,0
13250,Loss Loans - Individuals<=1 year-THB-BB,13000,10,,0,0,0
13251,Loss Loans - Enterprises<=1 year,13000,10,,0,0,0
13252,Loss Loans - Enterprises<=1 year-KHR-BB,13000,10,,0,0,0
13253,Loss Loans - Enterprises<=1 year,13000,10,,0,0,0
13254,Loss Loans - Enterprises<=1 year-USD-BB,13000,10,,0,0,0
13255,Loss Loans - Enterprises<=1 year,13000,10,,0,0,0
13256,Loss Loans - Enterprises<=1 year-EURO-BB,13000,10,,0,0,0
13257,Loss Loans - Enterprises<=1 year,13000,10,,0,0,0
13258,Loss Loans - Enterprises<=1 year-THB-BB,13000,10,,0,0,0
13259,Loss Loans - Others<=1 year,13000,10,,0,0,0
13260,Loss Loans - Others<=1 year-KHR-BB,13000,10,,0,0,0
13261,Loss Loans - Others<=1 year,13000,10,,0,0,0
13262,Loss Loans - Others<=1 year-USD-BB,13000,10,,0,0,0
13263,Loss Loans - Others<=1 year,13000,10,,0,0,0
13264,Loss Loans - Others<=1 year-EURO-BB,13000,10,,0,0,0
13265,Loss Loans - Others<=1 year,13000,10,,0,0,0
13266,Loss Loans - Others<=1 year-THB-BB,13000,10,,0,0,0
13267,Loss Loans - Related Party<=1 year - Shareholders,13000,10,,0,0,0
13268,Loss Loans - Related Party<=1 year - Shareholders-KHR-BB,13000,10,,0,0,0
13269,Loss Loans - Related Party<=1 year - Shareholders,13000,10,,0,0,0
13270,Loss Loans - Related Party<=1 year - Shareholders-USD-BB,13000,10,,0,0,0
13271,Loss Loans - Related Party<=1 year - Shareholders,13000,10,,0,0,0
13272,Loss Loans - Related Party<=1 year - Shareholders-EURO-BB,13000,10,,0,0,0
13273,Loss Loans - Related Party<=1 year - Shareholders,13000,10,,0,0,0
13274,Loss Loans - Related Party<=1 year - Shareholders-THB-BB,13000,10,,0,0,0
13275,Loss Loans - Related Party<=1 year - Managers,13000,10,,0,0,0
13276,Loss Loans - Related Party<=1 year - Managers-KHR-BB,13000,10,,0,0,0
13277,Loss Loans - Related Party<=1 year - Managers,13000,10,,0,0,0
13278,Loss Loans - Related Party<=1 year - Managers-USD-BB,13000,10,,0,0,0
13279,Loss Loans - Related Party<=1 year - Managers,13000,10,,0,0,0
13280,Loss Loans - Related Party<=1 year - Managers-EURO-BB,13000,10,,0,0,0
13281,Loss Loans - Related Party<=1 year - Managers,13000,10,,0,0,0
13282,Loss Loans - Related Party<=1 year - Managers-THB-BB,13000,10,,0,0,0
13283,Loss Loans - Related Party<=1 year - Employees,13000,10,,0,0,0
13284,Loss Loans - Related Party<=1 year - Employees-KHR-BB,13000,10,,0,0,0
13285,Loss Loans - Related Party<=1 year - Employees,13000,10,,0,0,0
13286,Loss Loans - Related Party<=1 year - Employees-USD,13000,10,,0,0,0
13287,Loss Loans - Related Party<=1 year - Employees-USD-BB,13000,10,,0,0,0
13288,Loss Loans - Related Party<=1 year - Employees-USD-BB,13000,10,,0,0,0
13289,Loss Loans - Related Party<=1 year - Employees,13000,10,,0,0,0
13290,Loss Loans - Related Party<=1 year - Employees-EURO-BB,13000,10,,0,0,0
13291,Loss Loans - Related Party<=1 year - Employees,13000,10,,0,0,0
13292,Loss Loans - Related Party<=1 year - Employees-THB,13000,10,,0,0,0
13293,Loss Loans - Related Party<=1 year - Employees-THB-BB,13000,10,,0,0,0
13294,Loss Loans - Related Party<=1 year - Employees-THB-BB,13000,10,,0,0,0
13295,Loss Loans - Related Party<=1 year - External Auditors,13000,10,,0,0,0
13296,Loss Loans - Related Party<=1 year - External Auditors-KHR-BB,13000,10,,0,0,0
13297,Loss Loans - Related Party<=1 year - External Auditors,13000,10,,0,0,0
13298,Loss Loans - Related Party<=1 year - External Auditors-USD-BB,13000,10,,0,0,0
13299,Loss Loans - Related Party<=1 year - External Auditors,13000,10,,0,0,0
13300,Loss Loans - Related Party<=1 year - External Auditors-EURO-BB,13000,10,,0,0,0
13301,Loss Loans - Related Party<=1 year - External Auditors,13000,10,,0,0,0
13302,Loss Loans - Related Party<=1 year - External Auditors-THB-BB,13000,10,,0,0,0
13303,Loss Loans - Groups>1 year,13000,10,,0,0,0
13304,Loss Loans - Groups>1 year-KHR-BB,13000,10,,0,0,0
13305,Loss Loans - Groups>1 year,13000,10,,0,0,0
13306,Loss Loans - Groups>1 year-USD-BB,13000,10,,0,0,0
13307,Loss Loans - Groups>1 year,13000,10,,0,0,0
13308,Loss Loans - Groups>1 year-EURO-BB,13000,10,,0,0,0
13309,Loss Loans - Groups>1 year,13000,10,,0,0,0
13310,Loss Loans - Groups>1 year-THB-BB,13000,10,,0,0,0
13311,Loss Loans - Individuals>1 year,13000,10,,0,0,0
13312,Loss Loans - Individuals>1 year-KHR-BB,13000,10,,0,0,0
13313,Loss Loans - Individuals>1 year,13000,10,,0,0,0
13314,Loss Loans - Women Loan >1Year-USD,13000,10,,0,0,0
13315,Loss Loans - Motorcycle Loan >1Year-USD,13000,10,,0,0,0
13316,Loss Loans - Mobile Phone Loan >1Year-USD,13000,10,,0,0,0
13317,Loss Loans - Electronices Loan >1Year-USD,13000,10,,0,0,0
13318,Loss Loans - Furnitures Loan >1Year-USD,13000,10,,0,0,0
13319,Loss Loans - Home Appliance Loan >1Year-USD,13000,10,,0,0,0
13320,Loss Loans - Personal Loan >1Year-USD,13000,10,,0,0,0
13321,Loss Loans - Quick Loan >1Year-USD,13000,10,,0,0,0
13322,Loss Loans - Education Loan >1Year-USD,13000,10,,0,0,0
13323,Loss Loans - Individuals>1 year-USD-BB,13000,10,,0,0,0
13324,Loss Loans - Women Loan >1Year-USD-BB,13000,10,,0,0,0
13325,Loss Loans - Motorcycle Loan >1Year-USD-BB,13000,10,,0,0,0
13326,Loss Loans - Mobile Phone Loan >1Year-USD-BB,13000,10,,0,0,0
13327,Loss Loans - Electronices Loan >1Year-USD-BB,13000,10,,0,0,0
13328,Loss Loans - Furnitures Loan >1Year-USD-BB,13000,10,,0,0,0
13329,Loss Loans - Home Appliance Loan >1Year-USD-BB,13000,10,,0,0,0
13330,Loss Loans - Personal Loan >1Year-USD-BB,13000,10,,0,0,0
13331,Loss Loans - Quick Loan >1Year-USD-BB,13000,10,,0,0,0
13332,Loss Loans - Education Loan >1Year-USD-BB,13000,10,,0,0,0
13333,Loss Loans - Individuals>1 year,13000,10,,0,0,0
13334,Loss Loans - Individuals>1 year-EURO-BB,13000,10,,0,0,0
13335,Loss Loans - Individuals>1 year-THB,13000,10,,0,0,0
13336,Loss Loans - Women Loan >1Year-THB,13000,10,,0,0,0
13337,Loss Loans - Motorcycle Loan >1Year-THB,13000,10,,0,0,0
13338,Loss Loans - Mobile Phone Loan >1Year-THB,13000,10,,0,0,0
13339,Loss Loans - Electronices Loan >1Year-THB,13000,10,,0,0,0
13340,Loss Loans - Furnitures Loan >1Year-THB,13000,10,,0,0,0
13341,Loss Loans - Home Appliance Loan >1Year-THB,13000,10,,0,0,0
13342,Loss Loans - Personal Loan >1Year-THB,13000,10,,0,0,0
13343,Loss Loans - Quick Loan >1Year-THB,13000,10,,0,0,0
13344,Loss Loans - Education Loan >1Year-THB,13000,10,,0,0,0
13345,Loss Loans - Individuals>1 year-THB-BB,13000,10,,0,0,0
13346,Loss Loans - Women Loan >1Year-THB-BB,13000,10,,0,0,0
13347,Loss Loans - Motorcycle Loan >1Year-THB-BB,13000,10,,0,0,0
13348,Loss Loans - Mobile Phone Loan >1Year-THB-BB,13000,10,,0,0,0
13349,Loss Loans - Electronices Loan >1Year-THB-BB,13000,10,,0,0,0
13350,Loss Loans - Furnitures Loan >1Year-THB-BB,13000,10,,0,0,0
13351,Loss Loans - Home Appliance Loan >1Year-THB-BB,13000,10,,0,0,0
13352,Loss Loans - Personal Loan >1Year-THB-BB,13000,10,,0,0,0
13353,Loss Loans - Quick Loan >1Year-THB-BB,13000,10,,0,0,0
13354,Loss Loans - Education Loan >1Year-THB-BB,13000,10,,0,0,0
13355,Loss Loans - Enterprises>1 year,13000,10,,0,0,0
13356,Loss Loans - Enterprises>1 year-KHR-BB,13000,10,,0,0,0
13357,Loss Loans - Enterprises>1 year,13000,10,,0,0,0
13358,Loss Loans - Enterprises>1 year-USD-BB,13000,10,,0,0,0
13359,Loss Loans - Enterprises>1 year,13000,10,,0,0,0
13360,Loss Loans - Enterprises>1 year-EURO-BB,13000,10,,0,0,0
13361,Loss Loans - Enterprises>1 year,13000,10,,0,0,0
13362,Loss Loans - Enterprises>1 year-THB-BB,13000,10,,0,0,0
13363,Loss Loans - Others>1 year,13000,10,,0,0,0
13364,Loss Loans - Others>1 year-KHR-BB,13000,10,,0,0,0
13365,Loss Loans - Others>1 year,13000,10,,0,0,0
13366,Loss Loans - Others>1 year-USD-BB,13000,10,,0,0,0
13367,Loss Loans - Others>1 year,13000,10,,0,0,0
13368,Loss Loans - Others>1 year-EURO-BB,13000,10,,0,0,0
13369,Loss Loans - Others>1 year,13000,10,,0,0,0
13370,Loss Loans - Others>1 year-THB-BB,13000,10,,0,0,0
13371,Loss Loans - Related Party>1 year - Shareholders,13000,10,,0,0,0
13372,Loss Loans - Related Party>1 year - Shareholders-KHR-BB,13000,10,,0,0,0
13373,Loss Loans - Related Party>1 year - Shareholders,13000,10,,0,0,0
13374,Loss Loans - Related Party>1 year - Shareholders-USD-BB,13000,10,,0,0,0
13375,Loss Loans - Related Party>1 year - Shareholders,13000,10,,0,0,0
13376,Loss Loans - Related Party>1 year - Shareholders-EURO-BB,13000,10,,0,0,0
13377,Loss Loans - Related Party>1 year - Shareholders,13000,10,,0,0,0
13378,Loss Loans - Related Party>1 year - Shareholders-THB-BB,13000,10,,0,0,0
13379,Loss Loans - Related Party>1 year - Managers,13000,10,,0,0,0
13380,Loss Loans - Related Party>1 year - Managers-KHR-BB,13000,10,,0,0,0
13381,Loss Loans - Related Party>1 year - Managers,13000,10,,0,0,0
13382,Loss Loans - Related Party>1 year - Managers-USD-BB,13000,10,,0,0,0
13383,Loss Loans - Related Party>1 year - Managers,13000,10,,0,0,0
13384,Loss Loans - Related Party>1 year - Managers-EURO-BB,13000,10,,0,0,0
13385,Loss Loans - Related Party>1 year - Managers,13000,10,,0,0,0
13386,Loss Loans - Related Party>1 year - Managers-THB-BB,13000,10,,0,0,0
13387,Loss Loans - Related Party>1 year - Employees,13000,10,,0,0,0
13388,Loss Loans - Related Party>1 year - Employees-KHR-BB,13000,10,,0,0,0
13389,Loss Loans - Related Party>1 year - Employees,13000,10,,0,0,0
13390,Loss Loans - Related Party>1 year - Employees-USD,13000,10,,0,0,0
13391,Loss Loans - Related Party>1 year - Employees-USD-BB,13000,10,,0,0,0
13392,Loss Loans - Related Party>1 year - Employees-USD-BB,13000,10,,0,0,0
13393,Loss Loans - Related Party>1 year - Employees,13000,10,,0,0,0
13394,Loss Loans - Related Party>1 year - Employees-EURO-BB,13000,10,,0,0,0
13395,Loss Loans - Related Party>1 year - Employees,13000,10,,0,0,0
13396,Loss Loans - Related Party>1 year - Employees-THB,13000,10,,0,0,0
13397,Loss Loans - Related Party>1 year - Employees-THB-BB,13000,10,,0,0,0
13398,Loss Loans - Related Party>1 year - Employees-THB-BB,13000,10,,0,0,0
13399,Loss Loans - Related Party>1 year - External Auditors,13000,10,,0,0,0
13400,Loss Loans - Related Party>1 year - External Auditors-KHR-BB,13000,10,,0,0,0
13401,Loss Loans - Related Party>1 year - External Auditors,13000,10,,0,0,0
13402,Loss Loans - Related Party>1 year - External Auditors-USD-BB,13000,10,,0,0,0
13403,Loss Loans - Related Party>1 year - External Auditors,13000,10,,0,0,0
13404,Loss Loans - Related Party>1 year - External Auditors-EURO-BB,13000,10,,0,0,0
13405,Loss Loans - Related Party>1 year - External Auditors,13000,10,,0,0,0
13406,Loss Loans - Related Party>1 year - External Auditors-THB-BB,13000,10,,0,0,0
13407,(Less) Reserve for Specific Loan Losses,13000,10,,0,0,0
13408,(Less) Reserve for Specific Loan Losses-KHR-BB,13000,10,,0,0,0
13409,(Less) Reserve for Specific Loan Losses,13000,10,,0,0,0
13410,(Less) Reserve for Specific Loan Losses-USD-BB,13000,10,,0,0,0
13411,(Less) Reserve for Specific Loan Losses,13000,10,,0,0,0
13412,(Less) Reserve for Specific Loan Losses-EURO-BB,13000,10,,0,0,0
13413,(Less) Reserve for Specific Loan Losses,13000,10,,0,0,0
13414,(Less) Reserve for Specific Loan Losses-THB-BB,13000,10,,0,0,0
13415,(Less) Reserve for General Loan Losses,13000,10,,0,0,0
13416,(Less) Reserve for General Loan Losses-KHR-BB,13000,10,,0,0,0
13417,(Less) Reserve for General Loan Losses,13000,10,,0,0,0
13418,(Less) Reserve for General Loan Losses-USD-BB,13000,10,,0,0,0
13419,(Less) Reserve for General Loan Losses,13000,10,,0,0,0
13420,(Less) Reserve for General Loan Losses-EURO-BB,13000,10,,0,0,0
13421,(Less) Reserve for General Loan Losses,13000,10,,0,0,0
13422,(Less) Reserve for General Loan Losses-THB-BB,13000,10,,0,0,0
13423,Investment Debt Securities - Hold to Maturity,13000,10,,0,0,0
13424,Investment Debt Securities - Hold to Maturity-KHR-BB,13000,10,,0,0,0
13425,Investment Debt Securities - Hold to Maturity,13000,10,,0,0,0
13426,Investment Debt Securities - Hold to Maturity-USD-BB,13000,10,,0,0,0
13427,Investment Debt Securities - Hold to Maturity,13000,10,,0,0,0
13428,Investment Debt Securities - Hold to Maturity-EURO-BB,13000,10,,0,0,0
13429,Investment Debt Securities - Hold to Maturity,13000,10,,0,0,0
13430,Investment Debt Securities - Hold to Maturity-THB-BB,13000,10,,0,0,0
13431,Accumulated Premium (Discount) - HTM,13000,10,,0,0,0
13432,Accumulated Premium (Discount) - HTM-KHR-BB,13000,10,,0,0,0
13433,Accumulated Premium (Discount) - HTM,13000,10,,0,0,0
13434,Accumulated Premium (Discount) - HTM-USD-BB,13000,10,,0,0,0
13435,Accumulated Premium (Discount) - HTM,13000,10,,0,0,0
13436,Accumulated Premium (Discount) - HTM-EURO-BB,13000,10,,0,0,0
13437,Accumulated Premium (Discount) - HTM,13000,10,,0,0,0
13438,Accumulated Premium (Discount) - HTM-THB-BB,13000,10,,0,0,0
13439,Investment Debt Securities - Available for Sale,13000,10,,0,0,0
13440,Investment Debt Securities - Available for Sale-KHR-BB,13000,10,,0,0,0
13441,Investment Debt Securities - Available for Sale,13000,10,,0,0,0
13442,Investment Debt Securities - Available for Sale-USD-BB,13000,10,,0,0,0
13443,Investment Debt Securities - Available for Sale,13000,10,,0,0,0
13444,Investment Debt Securities - Available for Sale-EURO-BB,13000,10,,0,0,0
13445,Investment Debt Securities - Available for Sale,13000,10,,0,0,0
13446,Investment Debt Securities - Available for Sale-THB-BB,13000,10,,0,0,0
13447,Accumulated Premium (Discount) - AFS,13000,10,,0,0,0
13448,Accumulated Premium (Discount) - AFS-KHR-BB,13000,10,,0,0,0
13449,Accumulated Premium (Discount) - AFS,13000,10,,0,0,0
13450,Accumulated Premium (Discount) - AFS-USD-BB,13000,10,,0,0,0
13451,Accumulated Premium (Discount) - AFS,13000,10,,0,0,0
13452,Accumulated Premium (Discount) - AFS-EURO-BB,13000,10,,0,0,0
13453,Accumulated Premium (Discount) - AFS,13000,10,,0,0,0
13454,Accumulated Premium (Discount) - AFS-THB-BB,13000,10,,0,0,0
13455,Other Investment Securities,13000,10,,0,0,0
13456,Other Investment Securities-KHR-BB,13000,10,,0,0,0
13457,Other Investment Securities,13000,10,,0,0,0
13458,Other Investment Securities-USD-BB,13000,10,,0,0,0
13459,Other Investment Securities,13000,10,,0,0,0
13460,Other Investment Securities-EURO-BB,13000,10,,0,0,0
13461,Other Investment Securities,13000,10,,0,0,0
13462,Other Investment Securities-THB-BB,13000,10,,0,0,0
13463,Investment in Equity Capital,13000,10,,0,0,0
13464,Investment in Equity Capital-KHR-BB,13000,10,,0,0,0
13465,Investment in Equity Capital,13000,10,,0,0,0
13466,Investment in Equity Capital-USD-BB,13000,10,,0,0,0
13467,Investment in Equity Capital,13000,10,,0,0,0
13468,Investment in Equity Capital-EURO-BB,13000,10,,0,0,0
13469,Investment in Equity Capital,13000,10,,0,0,0
13470,Investment in Equity Capital-THB-BB,13000,10,,0,0,0
13471,Prepaid - Insurance-Employee,13000,10,,0,0,0
13472,Prepaid - Insurance-Vehicles,13000,10,,0,0,0
13473,Prepaid - Insurance-Motorbike,13000,10,,0,0,0
13474,Prepaid - Insurance-Building,13000,10,,0,0,0
13475,Prepaid - Insurance-Fire,13000,10,,0,0,0
13476,Prepaid - Insurance-Medical,13000,10,,0,0,0
13477,Prepaid - Insurance-Employee-USD-BB,13000,10,,0,0,0
13478,Prepaid - Insurance-Vehicles-USD-BB,13000,10,,0,0,0
13479,Prepaid - Insurance-Motorbike-USD-BB,13000,10,,0,0,0
13480,Prepaid - Insurance-Building-USD-BB,13000,10,,0,0,0
13481,Prepaid - Insurance-Fire-USD-BB,13000,10,,0,0,0
13482,Prepaid - Insurance-Medical-USD-BB,13000,10,,0,0,0
13483,Prepaid-CBC Joining fee,13000,10,,0,0,0
13484,Prepaid - Service PPCTV,13000,10,,0,0,0
13485,Prepaid - Annual License Fee,13000,10,,0,0,0
13486,Prepaid - Repairs and Maintenace,13000,10,,0,0,0
13487,Prepaid-Annual CBC fee,13000,10,,0,0,0
13488,Prepaid - Services-USD-BB,13000,10,,0,0,0
13489,Prepaid - Annual License Fee-USD-BB,13000,10,,0,0,0
13490,Prepaid - Repairs and Maintenace-USD-BB,13000,10,,0,0,0
13491,Prepaid - Professional Fees-KHR,13000,10,,0,0,0
13492,Prepaid - Professional Fees-KHR-BB,13000,10,,0,0,0
13493,Prepaid - Professional Fees-USD,13000,10,,0,0,0
13494,Prepaid - Professional Fees-USD-BB,13000,10,,0,0,0
13495,Prepaid - Professional Fees-EUR,13000,10,,0,0,0
13496,Prepaid - Professional Fees-EURO-BB,13000,10,,0,0,0
13497,Prepaid - Professional Fees-THB,13000,10,,0,0,0
13498,Prepaid - Professional Fees-THB-BB,13000,10,,0,0,0
13499,Prepaid - Rent,13000,10,,0,0,0
13500,Prepaid - Rent-USD-BB,13000,10,,0,0,0
13501,Prepaid Profit Tax,13000,10,,0,0,0
13502,Prepaid - Sign Boad Tax,13000,10,,0,0,0
13503,Prepaid Profit Tax-USD-BB,13000,10,,0,0,0
13504,Prepaid - Sign Boad Tax-USD-BB,13000,10,,0,0,0
13505,Other Prepaid and Defered Charges,13000,10,,0,0,0
13506,Other Prepaid and Defered Charges-USD-BB,13000,10,,0,0,0
13507,Deposit - Office Rental,13000,10,,0,0,0
13508,Deposit - Suppliers,13000,10,,0,0,0
13509,Deposit - Equipment/Property/IT Equipment,13000,10,,0,0,0
13510,Advance for Other Payment,13000,10,,0,0,0
13511,Account Receivable E-Money USD-HO,13000,10,,0,0,0
13512,Deposit - Office Rental-USD-BB,13000,10,,0,0,0
13513,Deposit - Suppliers-USD-BB,13000,10,,0,0,0
13514,Deposit - Equipment/Property/IT Equipment-USD-BB,13000,10,,0,0,0
13515,Advance for Other Payment-USD-BB,13000,10,,0,0,0
13516,Stationary Supply and Inventory,13000,10,,0,0,0
13517,Stationary Supply and Inventory-USD-BB,13000,10,,0,0,0
13518,AIR - Due from NBC,13000,10,,0,0,0
13519,AIR - Due from NBC-KHR-BB,13000,10,,0,0,0
13520,AIR - Due from NBC,13000,10,,0,0,0
13521,AIR - Due from NBC-USD-BB,13000,10,,0,0,0
13522,AIR - Capital Guarantee Deposit  with NBC,13000,10,,0,0,0
13523,AIR - Capital Guarantee Deposit  with NBC-USD-BB,13000,10,,0,0,0
13524,AIR - Other Demand Deposit with NBC,13000,10,,0,0,0
13525,AIR - Other Demand Deposit with NBC-USD-BB,13000,10,,0,0,0
13526,AIR - Other Term Deposit with NBC,13000,10,,0,0,0
13527,AIR - Other Term Deposit with NBC-USD-BB,13000,10,,0,0,0
13528,AIR - Demand and Savings Deposits with Banks rated AAA to AA-,13000,10,,0,0,0
13529,AIR - Demand and Savings Deposits with Banks rated AAA to AA--USD-BB,13000,10,,0,0,0
13530,AIR - Demand and Savings Deposits with Banks rated A+ to A-,13000,10,,0,0,0
13531,AIR - Demand and Savings Deposits with Banks rated A+ to A--USD-BB,13000,10,,0,0,0
13532,AIR - Demand and Savings Deposits with Banks rated below A-,13000,10,,0,0,0
13533,AIR - Demand and Savings Deposits with Banks rated below A--USD-BB,13000,10,,0,0,0
13534,AIR - Time Deposits and Placements with Banks rated AAA to AA-,13000,10,,0,0,0
13535,AIR - Time Deposits and Placements with Banks rated AAA to AA--USD-BB,13000,10,,0,0,0
13536,AIR - Time Deposits and Placements with Banks rated A+ to A-,13000,10,,0,0,0
13537,AIR - Time Deposits and Placements with Banks rated A+ to A--USD-BB,13000,10,,0,0,0
13538,AIR - Time Deposits and Placements with Banks rated below A-,13000,10,,0,0,0
13539,AIR - Time Deposits and Placements with Banks rated below A--USD-BB,13000,10,,0,0,0
13540,AIR - Claims on Sovereigns rated AAA to AA-,13000,10,,0,0,0
13541,AIR - Claims on Sovereigns rated AAA to AA--USD-BB,13000,10,,0,0,0
13542,AIR - Claims on Sovereigns rated A+ to A-,13000,10,,0,0,0
13543,AIR - Claims on Sovereigns rated A+ to A--USD-BB,13000,10,,0,0,0
13544,AIR - Claims on Sovereigns rated BBB+ to BBB-,13000,10,,0,0,0
13545,AIR - Claims on Sovereigns rated BBB+ to BBB--USD-BB,13000,10,,0,0,0
13546,AIR - Claims on Sovereigns rated below BBB-,13000,10,,0,0,0
13547,AIR - Claims on Sovereigns rated below BBB--USD-BB,13000,10,,0,0,0
13548,AIR - Investment Debt Securities - Hold to Maturity ,13000,10,,0,0,0
13549,AIR - Investment Debt Securities - Hold to Maturity -USD-BB,13000,10,,0,0,0
13550,AIR - Investment Debt Securities - Available For Sale,13000,10,,0,0,0
13551,AIR - Investment Debt Securities - Available For Sale-USD-BB,13000,10,,0,0,0
13552,AIR - Other Investment ,13000,10,,0,0,0
13553,AIR - Other Investment -USD-BB,13000,10,,0,0,0
13554,AIR - Standard Loans - Groups <=1 year,13000,10,,0,0,0
13555,AIR - Standard Loans - Groups <=1 year-KHR-BB,13000,10,,0,0,0
13556,AIR - Standard Loans - Groups <=1 year,13000,10,,0,0,0
13557,AIR - Standard Loans - Groups <=1 year-USD-BB,13000,10,,0,0,0
13558,AIR - Standard Loans - Groups <=1 year,13000,10,,0,0,0
13559,AIR - Standard Loans - Groups <=1 year-EURO-BB,13000,10,,0,0,0
13560,AIR - Standard Loans - Groups <=1 year,13000,10,,0,0,0
13561,AIR - Standard Loans - Groups <=1 year-THB-BB,13000,10,,0,0,0
13562,AIR - Standard Loans - Individuals<=1 year-KHR,13000,10,,0,0,0
13563,AIR - Standard Loans - Individuals<=1 year-KHR-BB,13000,10,,0,0,0
13564,AIR - Standard Loans - Individuals<=1 year-USD,13000,10,,0,0,0
13565,AIR - Standard Loans - Women Loan <=1Year-USD,13000,10,,0,0,0
13566,AIR - Standard Loans - Motorcycle Loan <=1Year-USD,13000,10,,0,0,0
13567,AIR - Standard Loans - Mobile Phone Loan <=1Year-USD,13000,10,,0,0,0
13568,AIR - Standard Loans - Electronices Loan <=1Year-USD,13000,10,,0,0,0
13569,AIR - Standard Loans - Furnitures Loan <=1Year-USD,13000,10,,0,0,0
13570,AIR - Standard Loans - Home Appliance Loan <=1Year-USD,13000,10,,0,0,0
13571,AIR - Standard Loans - Personal Loan <=1Year-USD,13000,10,,0,0,0
13572,AIR - Standard Loans - Quick Loan <=1Year-USD,13000,10,,0,0,0
13573,AIR - Standard Loans - Education Loan <=1Year-USD,13000,10,,0,0,0
13574,AIR - Standard Loans - Individuals<=1 year-USD-BB,13000,10,,0,0,0
13575,AIR - Standard Loans - Women Loan <=1Year-USD-BB,13000,10,,0,0,0
13576,AIR - Standard Loans - Motorcycle Loan <=1Year-USD-BB,13000,10,,0,0,0
13577,AIR - Standard Loans - Mobile Phone Loan <=1Year-USD-BB,13000,10,,0,0,0
13578,AIR - Standard Loans - Electronices Loan <=1Year-USD-BB,13000,10,,0,0,0
13579,AIR - Standard Loans - Furnitures Loan <=1Year-USD-BB,13000,10,,0,0,0
13580,AIR - Standard Loans - Home Appliance Loan <=1Year-USD-BB,13000,10,,0,0,0
13581,AIR - Standard Loans - Personal Loan <=1Year-USD-BB,13000,10,,0,0,0
13582,AIR - Standard Loans - Quick Loan <=1Year-USD-BB,13000,10,,0,0,0
13583,AIR - Standard Loans - Education Loan <=1Year-USD-BB,13000,10,,0,0,0
13584,AIR - Standard Loans - Individuals<=1 year,13000,10,,0,0,0
13585,AIR - Standard Loans - Individuals<=1 year-EURO-BB,13000,10,,0,0,0
13586,AIR - Standard Loans - Individuals<=1 year-THB,13000,10,,0,0,0
13587,AIR - Standard Loans - Women Loan <=1Year-THB,13000,10,,0,0,0
13588,AIR - Standard Loans - Motorcycle Loan <=1Year-THB,13000,10,,0,0,0
13589,AIR - Standard Loans - Mobile Phone Loan <=1Year-THB,13000,10,,0,0,0
13590,AIR - Standard Loans - Electronices Loan <=1Year-THB,13000,10,,0,0,0
13591,AIR - Standard Loans - Furnitures Loan <=1Year-THB,13000,10,,0,0,0
13592,AIR - Standard Loans - Home Appliance Loan <=1Year-THB,13000,10,,0,0,0
13593,AIR - Standard Loans - Personal Loan <=1Year-THB,13000,10,,0,0,0
13594,AIR - Standard Loans - Quick Loan <=1Year-THB,13000,10,,0,0,0
13595,AIR - Standard Loans - Education <=1Year-THB,13000,10,,0,0,0
13596,AIR - Standard Loans - Individuals<=1 year-THB-BB,13000,10,,0,0,0
13597,AIR - Standard Loans - Women Loan <=1Year-THB-BB,13000,10,,0,0,0
13598,AIR - Standard Loans - Motorcycle Loan <=1Year-THB-BB,13000,10,,0,0,0
13599,AIR - Standard Loans - Mobile Phone Loan <=1Year-THB-BB,13000,10,,0,0,0
13600,AIR - Standard Loans - Electronices Loan <=1Year-THB-BB,13000,10,,0,0,0
13601,AIR - Standard Loans - Furnitures Loan <=1Year-THB-BB,13000,10,,0,0,0
13602,AIR - Standard Loans - Home Appliance Loan <=1Year-THB-BB,13000,10,,0,0,0
13603,AIR - Standard Loans - Personal Loan <=1Year-THB-BB,13000,10,,0,0,0
13604,AIR - Standard Loans - Quick Loan <=1Year-THB-BB,13000,10,,0,0,0
13605,AIR - Standard Loans - Education <=1Year-THB-BB,13000,10,,0,0,0
13606,AIR - Standard Loans - Enterprises<=1 year,13000,10,,0,0,0
